Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
The Boxer,8.49,21788,158,397,"44,036","1,798",Manhwa,Unknown,123,Finished,"Dec  4, 2019 to May  4, 2022","['Drama', 'Sports']",['Combat Sports'],,Naver Webtoon,"Jeong, Ji-Hoon (Story & Art)",34,"[30, 3, 1]"
Return of the Blossoming Blade,8.49,10095,159,774,"24,551",763,Manhwa,Unknown,Unknown,Publishing,"Mar  23, 2021 to ?","['Action', 'Adventure', 'Fantasy']","['Martial Arts', 'Reincarnation']",,Naver Webtoon,"LICO (Art), Biga (Story)",9,"[8, 1, 0]"
Webtoon Character Na Kang Lim,8.49,2695,160,4049,"5,395",330,Manhwa,Unknown,172,Finished,"May  4, 2021 to Jul  9, 2024","['Comedy', 'Romance', 'Supernatural']","['Harem', 'School', 'Time Travel']",,Naver Webtoon,"Lee, Kyeongmin (Story), Song, Junhyeok (Art)",14,"[13, 1, 0]"
Bastard,8.48,73588,163,85,"140,369","6,698",Manhwa,5,94,Finished,"Jul  4, 2014 to May  6, 2016","['Drama', 'Horror', 'Mystery', 'Romance']","['Gore', 'Psychological']",,Naver Webtoon,"Kim, Carnby (Story), Hwang, Young-chan (Art)",54,"[45, 8, 1]"
Who Made Me a Princess,8.47,26719,172,311,"55,095","3,049",Manhwa,9,125,Finished,"Dec  20, 2017 to Apr  30, 2022","['Drama', 'Fantasy']",['Reincarnation'],,,"Plutus (Story), Spoon (Art)",33,"[24, 7, 2]"
Spirit Fingers,8.44,3020,186,2854,"7,628",371,Manhwa,13,163,Finished,"May  16, 2015 to Jul  21, 2018","['Comedy', 'Romance', 'Slice of Life']",[],,Naver Webtoon,"Han, Kyoung-chal (Story & Art)",7,"[7, 0, 0]"
Lost in the Cloud,8.43,2839,193,2559,"8,410",563,Manhwa,Unknown,Unknown,Publishing,"Nov  20, 2020 to ?",['Boys Love'],"['Psychological', 'School']",,Lezhin Comics Webtoon,"Kim, Pas (Story & Art)",4,"[4, 0, 0]"
Villains Are Destined to Die,8.39,12426,222,556,"33,162","1,339",Manhwa,Unknown,Unknown,Publishing,"May  1, 2020 to ?","['Drama', 'Fantasy', 'Romance']","['Reverse Harem', 'Villainess']",,KakaoPage,"Gwon, Gyeoeul (Story), SUOL (Art)",15,"[12, 2, 1]"
The Breaker,8.39,70442,225,81,"145,051","6,129",Manhwa,10,72,Finished,"Jun  1, 2007 to Jul  20, 2010","['Action', 'Comedy', 'Drama']","['Martial Arts', 'School']",,Young Champ,"Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)",31,"[27, 3, 1]"
Tower of God,8.37,82856,240,39,"197,404","12,654",Manhwa,Unknown,Unknown,Publishing,"Jul  5, 2010 to ?","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",[],,Naver Webtoon,SIU (Story & Art),78,"[50, 10, 18]"
The Breaker: New Waves,8.37,51803,241,159,"94,576","4,239",Manhwa,20,203,Finished,"Oct  8, 2010 to May  8, 2015","['Action', 'Comedy', 'Drama', 'Romance']","['Martial Arts', 'School']",,Daum Webtoon,"Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)",22,"[18, 3, 1]"
Daytime Star,8.36,4123,250,2552,"8,425",243,Manhwa,Unknown,77,Finished,"Jun  25, 2021 to Jan  9, 2023",['Romance'],"['Adult Cast', 'Showbiz']",,KakaoPage,"Chae-eun (Story), Godago (Art)",6,"[5, 0, 1]"
Whale Star: The Gyeongseong Mermaid,8.34,755,268,7083,"2,864",120,Manhwa,6,109,Finished,"Jun  21, 2019 to Jul  9, 2021","['Drama', 'Romance']",['Historical'],,Naver Webtoon,"Na, Yun-hui (Story & Art)",3,"[3, 0, 0]"
I Shall Master This Family,8.33,5694,273,1310,"15,535",426,Manhwa,Unknown,Unknown,Publishing,"Feb  28, 2021 to ?",['Fantasy'],['Time Travel'],,KakaoPage,"Kim, Roah (Story), Mon (Art)",8,"[7, 1, 0]"
Her Tale of Shim Chong,8.33,2826,274,2436,"8,769",399,Manhwa,7,77,Finished,"Sep  12, 2017 to Mar  19, 2019","['Drama', 'Girls Love']",['Historical'],,comico,"seri (Story), Biwan (Art)",12,"[11, 0, 1]"
Annarasumanara,8.28,29356,340,230,"70,185","2,773",Manhwa,3,27,Finished,"Jul  2, 2010 to Dec  31, 2010","['Drama', 'Mystery', 'Romance']","['Psychological', 'School']",Seinen,Naver Webtoon,"Ha, Il-Kwon (Story & Art)",51,"[48, 3, 0]"
Sweet Home,8.27,41972,345,192,"82,007","2,887",Manhwa,12,141,Finished,"Oct  12, 2017 to Jul  2, 2020","['Action', 'Drama', 'Horror', 'Suspense']",['Gore'],,Naver Webtoon,"Kim, Carnby (Story), Hwang, Young-chan (Art)",27,"[27, 0, 0]"
SSS-Class Revival Hunter,8.26,15699,356,462,"39,471","1,275",Manhwa,Unknown,Unknown,Publishing,"Dec  31, 2020 to ?","['Action', 'Adventure', 'Fantasy']",['Time Travel'],,KakaoPage,"Bill K (Art), Sinnoa (Story)",17,"[14, 2, 1]"
Leviathan,8.26,5387,357,1618,"12,991",308,Manhwa,Unknown,111,Finished,"Mar  12, 2018 to Apr  1, 2022","['Action', 'Fantasy']",['Survival'],,Toomics,"Noh, Miyoung (Art), Lee, Gyuntak (Story)",10,"[8, 2, 0]"
King's Maker,8.23,4661,389,1682,"12,528",297,Manhwa,3,38,Finished,"Apr  25, 2017 to Nov  14, 2017","['Boys Love', 'Drama', 'Fantasy']",[],,Lezhin Comics Webtoon,"Haga (Story & Art), Kang, Ji-young (Story & Art)",6,"[5, 0, 1]"
A Stepmother's Märchen,8.21,5381,406,1232,"16,213",481,Manhwa,Unknown,Unknown,Publishing,"Jul  4, 2019 to ?","['Drama', 'Fantasy', 'Romance']",['Time Travel'],,KakaoPage,"Nyangi-wa Hyangsinnyo (Story), ORKA (Art)",7,"[6, 1, 0]"
Semantic Error,8.21,2977,419,2848,"7,654",226,Manhwa,Unknown,95,Finished,"Jul  27, 2020 to Oct  27, 2023",['Boys Love'],[],,,"J. Soori (Story), Angy (Art)",5,"[5, 0, 0]"
See You in My 19th Life,8.21,5316,420,1818,"11,616",303,Manhwa,12,114,Finished,"Jun  5, 2020 to Sep  24, 2022",['Romance'],['Reincarnation'],,Naver Webtoon,"Lee, Hye (Story & Art)",7,"[6, 1, 0]"
Pick Me Up,8.21,6222,421,1114,"17,706",319,Manhwa,Unknown,Unknown,Publishing,"Dec  28, 2022 to ?","['Action', 'Fantasy']","['Isekai', 'Video Game']",,KakaoPage,"Wasakbasak (Art), Hermod (Story)",8,"[8, 0, 0]"
Cheese in the Trap Season 4,8.19,4235,436,2398,"8,886",183,Manhwa,7,29,Finished,"Sep  2, 2015 to Mar  29, 2017","['Comedy', 'Mystery', 'Romance', 'Slice of Life']",['School'],,Naver Webtoon,Soonkki (Story & Art),2,"[2, 0, 0]"
Why Raeliana Ended Up at the Duke's Mansion,8.19,18589,437,460,"39,489","1,174",Manhwa,Unknown,158,Finished,"Sep  3, 2017 to Mar  22, 2021","['Fantasy', 'Romance']","['Isekai', 'Reincarnation']",,KakaoPage,"Milcha (Story), Gorae (Art)",11,"[9, 1, 1]"
Your Throne,8.19,8274,438,776,"24,532",761,Manhwa,Unknown,Unknown,Publishing,"Jan  6, 2020 to ?","['Drama', 'Fantasy', 'Romance']",[],,Naver Webtoon,SAM (Story & Art),12,"[6, 4, 2]"
Romance 101,8.19,2634,439,3284,"6,638",244,Manhwa,11,152,Finished,"Mar  12, 2018 to May  25, 2021","['Comedy', 'Romance']",['School'],,Naver Webtoon,Namsu (Story & Art),5,"[5, 0, 0]"
How to Win My Husband Over,8.18,3902,451,1716,"12,235",370,Manhwa,Unknown,Unknown,Publishing,"Oct  21, 2021 to ?","['Drama', 'Fantasy']","['Isekai', 'Psychological', 'Villainess']",,KakaoPage,"Nyangi-wa Hyangsinnyo (Story), Siru (Art)",6,"[5, 0, 1]"
Cheese in the Trap Season 3,8.17,4795,465,2141,"9,759",102,Manhwa,12,37,Finished,"Jan  9, 2013 to Aug  26, 2015","['Comedy', 'Mystery', 'Romance', 'Slice of Life']",['School'],,Naver Webtoon,Soonkki (Story & Art),2,"[2, 0, 0]"
"Can't See Can't Hear But Love (See, Hear, Love)",8.17,5991,468,992,"19,543",363,Manhwa,6,83,Finished,"Oct  18, 2010 to Aug  22, 2011","['Drama', 'Romance']",[],Seinen,Daum Webtoon,"Go, Yeong-Hun (Story & Art)",18,"[12, 4, 2]"
Nano Machine,8.16,10612,483,721,"26,194",609,Manhwa,Unknown,Unknown,Publishing,"Jun  10, 2020 to ?","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Martial Arts'],,Naver Webtoon,"Hanjung Wolya (Story), Geumgang Bulgoe (Art)",11,"[6, 4, 1]"
Heesu in Class 2,8.15,2919,501,3327,"6,527",189,Manhwa,4,81,Finished,"Nov  15, 2017 to Jun  26, 2019",['Boys Love'],['School'],,Lezhin Comics Webtoon,Lily (Story & Art),1,"[1, 0, 0]"
Something About Us,8.15,10137,505,645,"28,934",757,Manhwa,5,101,Finished,"Oct  1, 2014 to Oct  19, 2016",['Romance'],['School'],,Lezhin Comics Webtoon,"Lee, Yunji (Story & Art)",16,"[15, 1, 0]"
Debut or Die!,8.15,896,509,7602,"2,630",110,Manhwa,Unknown,Unknown,Publishing,"Aug  1, 2022 to ?",['Drama'],"['Idols (Male)', 'Psychological', 'Reincarnation', 'Time Travel']",,KakaoPage,"Baek, Deoksoo (Story), Soheun (Art)",2,"[2, 0, 0]"
Your Letter,8.14,5970,522,1665,"12,651",276,Manhwa,1,11,Finished,"Aug  11, 2018 to Oct  13, 2018","['Adventure', 'Drama', 'Mystery']",['School'],,Naver Webtoon,"Cho, Hyun-ah (Story & Art)",10,"[9, 1, 0]"
Vagrant Soldier Ares,8.13,6098,536,1260,"15,976",506,Manhwa,26,207,Finished,2001 to  2007,"['Action', 'Adventure', 'Drama']",[],,,"Ryu, Geum Chel (Story & Art)",11,"[11, 0, 0]"
Trapped,8.12,1842,546,3964,"5,492",211,Manhwa,Unknown,203,Finished,"Sep  2, 2019 to May  20, 2024","['Romance', 'Suspense']",['Psychological'],,Naver Webtoon,Haemuri (Story & Art),5,"[4, 1, 0]"
Roxana,8.11,4011,553,1753,"12,000",268,Manhwa,Unknown,Unknown,Publishing,"Jan  31, 2021 to ?","['Drama', 'Fantasy', 'Romance']","['Psychological', 'Villainess']",,KakaoPage,"Kin (Story), Yeoreumbit (Art)",2,"[2, 0, 0]"
Let Dai,8.11,2692,556,2229,"9,493",382,Manhwa,15,75,Finished,1995 to  2005,"['Boys Love', 'Drama']","['Delinquents', 'Psychological', 'School']",,Wink,"Won, Soo-yeon (Story & Art)",12,"[11, 0, 1]"
Noblesse,8.11,43869,566,130,"109,849","4,891",Manhwa,Unknown,544,Finished,"Dec  30, 2007 to Jan  7, 2019","['Action', 'Adventure', 'Comedy', 'Supernatural']",['School'],,Naver Webtoon,"Son, Jae-Ho (Story), Lee, Gwang-Su (Art)",35,"[27, 8, 0]"
Winter Woods,8.11,3551,571,2253,"9,411",234,Manhwa,7,55,Finished,"Jul  13, 2014 to Jan  29, 2017","['Fantasy', 'Horror', 'Mystery', 'Romance']",[],,Naver Webtoon,"Cosmos (Story), VAN.J (Art)",5,"[3, 2, 0]"
Cheese in the Trap Season 2,8.09,5464,590,1993,"10,472",71,Manhwa,9,38,Finished,"Jun  15, 2011 to Oct  17, 2012","['Comedy', 'Mystery', 'Romance', 'Slice of Life']",['School'],,Naver Webtoon,Soonkki (Story & Art),0,"[0, 0, 0]"
Navillera: Like a Butterfly,8.08,866,607,4743,"4,512",57,Manhwa,5,31,Finished,"Jul  26, 2016 to Oct  31, 2017",['Drama'],['Performing Arts'],,Daum Webtoon,"Hun (Story), Jimin (Art)",3,"[3, 0, 0]"
Witch of Mine,8.07,1996,622,3635,"6,005",200,Manhwa,4,Unknown,Finished,"Aug  25, 2015 to Feb  3, 2018","['Drama', 'Fantasy', 'Romance']",[],,,"Heyoon (Story), MAS (Art)",5,"[5, 0, 0]"
Murderous Lewellyn's Candlelit Dinner,8.07,543,626,13390,"1,257",62,Manhwa,6,48,Finished,"Jun  25, 2020 to Feb  24, 2022","['Boys Love', 'Suspense']",['Historical'],,,"Sumnagi (Story), Muk Bu (Art)",1,"[1, 0, 0]"
Mystical,8.06,982,641,7487,"2,682",65,Manhwa,5,93,Finished,"Feb  19, 2020 to Mar  24, 2022","['Drama', 'Romance', 'Supernatural']",[],,Naver Webtoon,VAN.J (Story & Art),4,"[4, 0, 0]"
About Death,8.06,5947,650,1403,"14,700",443,Manhwa,2,27,Finished,"Sep  5, 2012 to Feb  20, 2013","['Slice of Life', 'Supernatural']",['Psychological'],,Naver Webtoon,"Sini (Story), Hyeono (Art)",8,"[6, 2, 0]"
The Remarried Empress,8.04,9509,669,789,"24,055",661,Manhwa,Unknown,Unknown,Publishing,"Oct  24, 2019 to ?","['Drama', 'Fantasy', 'Romance']",[],,Naver Webtoon,"Alphatart (Story), Sumpul (Art)",16,"[11, 3, 2]"
Kubera,8.03,3862,687,1421,"14,511",492,Manhwa,Unknown,Unknown,Publishing,"Feb  7, 2010 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",[],,Naver Webtoon,Currygom (Story & Art),18,"[15, 2, 1]"
King's Maker: Triple Crown,8.03,996,692,6261,"3,311",52,Manhwa,Unknown,Unknown,Publishing,"Jun  1, 2019 to ?","['Boys Love', 'Drama', 'Fantasy']",[],,KakaoPage,"Haga (Story & Art), Kang, Ji-young (Story & Art)",0,"[0, 0, 0]"
Our Secret Alliance,8.02,1590,711,5123,"4,146",84,Manhwa,Unknown,75,Finished,"Jan  18, 2022 to May  30, 2023",['Romance'],[],,Naver Webtoon,Kenyam (Story & Art),1,"[1, 0, 0]"
The Male Lead's Little Lion Daughter,8.02,2831,712,2388,"8,924",140,Manhwa,Unknown,Unknown,Publishing,"Aug  14, 2021 to ?","['Drama', 'Fantasy']","['Isekai', 'Reincarnation']",,KakaoPage,"Latine (Story), Ttona (Art)",2,"[2, 0, 0]"
Killer Crush,8.02,688,713,9086,"2,106",46,Manhwa,Unknown,77,Finished,"Sep  2, 2021 to Aug  30, 2024","['Boys Love', 'Comedy']","['Adult Cast', 'Organized Crime']",,Lezhin Comics Webtoon,Eresemo (Story & Art),2,"[2, 0, 0]"
Surviving Romance,8.01,2367,739,3521,"6,190",157,Manhwa,7,101,Finished,"Jan  14, 2021 to Jun  10, 2023","['Horror', 'Suspense']","['School', 'Survival']",,Naver Webtoon,"Lee, Yeon (Story & Art)",3,"[3, 0, 0]"
Fools,7.99,2278,762,3540,"6,167",122,Manhwa,4,74,Finished,"Jun  6, 2016 to Oct  5, 2017","['Boys Love', 'Slice of Life']",['School'],,Comica,"Yeong-ha (Story), Bakdam (Art)",3,"[2, 1, 0]"
Positively Yours,7.99,4986,766,2155,"9,714",174,Manhwa,8,82,Finished,"Jun  8, 2020 to Mar  14, 2022",['Romance'],['Adult Cast'],,,"Lee, Jung (Story), Kangki (Art)",8,"[3, 3, 2]"
Maybe Meant to Be,7.99,6736,767,977,"19,788",349,Manhwa,Unknown,Unknown,Publishing,"Feb  10, 2022 to ?","['Comedy', 'Romance']",['Adult Cast'],,Naver Webtoon,"Kkultarae (Story), Damcho (Art)",5,"[5, 0, 0]"
The Broken Ring: This Marriage Will Fail Anyway,7.99,1880,768,3164,"6,905",113,Manhwa,Unknown,Unknown,Publishing,"Nov  2, 2022 to ?","['Drama', 'Fantasy', 'Romance']",['Time Travel'],,KakaoPage,"Kim, Chacha (Story), Cheong-gwa (Art)",2,"[2, 0, 0]"
The Perks of Being a Villainess,7.99,2109,769,2922,"7,452",91,Manhwa,Unknown,Unknown,Publishing,"Nov  30, 2022 to ?","['Fantasy', 'Romance']",['Villainess'],,KakaoPage,"Mang, Gokim (Story), Yoteh (Art)",3,"[3, 0, 0]"
Revenge of the Baskerville Bloodhound,7.99,6686,770,1014,"19,197",283,Manhwa,Unknown,Unknown,Publishing,"Apr  14, 2023 to ?","['Action', 'Fantasy']",['Time Travel'],,KakaoPage,"Lego Babasseo (Story), Seol, Arang (Art)",7,"[4, 1, 2]"
Virtual Strangers,7.99,639,771,8880,"2,170",69,Manhwa,Unknown,Unknown,Publishing,"Jun  13, 2023 to ?","['Boys Love', 'Comedy']","['Adult Cast', 'Video Game']",,Lezhin Comics Webtoon,"Honeytrap (Story), Bijak (Art)",1,"[1, 0, 0]"
Id,7.99,4426,778,1598,"13,135",323,Manhwa,29,178,On Hiatus,2002 to  2013,"['Action', 'Adventure', 'Fantasy']",[],,,"Kim, Daewoo (Story)",7,"[6, 0, 1]"
Secret Lady,7.98,1408,800,3936,"5,529",80,Manhwa,Unknown,Unknown,Publishing,"May  4, 2021 to ?","['Fantasy', 'Romance']",[],,KakaoPage,"Banana (Art), Anngato (Story)",2,"[1, 0, 1]"
4 Cut Hero,7.97,3589,802,1666,"12,650",342,Manhwa,Unknown,Unknown,Finished,"Aug  18, 2014 to Apr  29, 2024","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","['Harem', 'Parody']",,Lezhin Comics Webtoon,Gojira-kun (Story & Art),9,"[8, 0, 1]"
Viral Hit,7.97,10600,808,730,"25,969",665,Manhwa,Unknown,218,Finished,"Nov  15, 2019 to Jan  27, 2024",['Action'],"['Martial Arts', 'School']",,Naver Webtoon,"Kim, Jung-Hyun (Art), Park, Tae-Jun (Story)",16,"[12, 2, 2]"
Lookism,7.97,25743,811,270,"61,374","2,703",Manhwa,Unknown,Unknown,Publishing,"Nov  20, 2014 to ?","['Action', 'Comedy', 'Drama', 'Supernatural']",['School'],,Naver Webtoon,"Park, Tae-Jun (Story & Art)",47,"[31, 10, 6]"
Odd Girl Out,7.96,2202,828,3756,"5,791",194,Manhwa,Unknown,Unknown,Publishing,"May  17, 2015 to ?","['Comedy', 'Slice of Life']",['School'],,Naver Webtoon,Morangji (Story & Art),7,"[6, 1, 0]"
Dr. Frost,7.96,4189,830,1645,"12,836",240,Manhwa,Unknown,258,Finished,"Feb  2, 2011 to Sep  2, 2021",['Drama'],"['Medical', 'Psychological']",,Naver Webtoon,"Lee, Jong-bum (Story & Art)",9,"[9, 0, 0]"
My Life as a Loser,7.96,1648,836,6231,"3,330",64,Manhwa,Unknown,56,Finished,"Nov  8, 2019 to Nov  8, 2020","['Action', 'Drama']","['School', 'Time Travel']",,Naver Webtoon,"Park, Tae-Jun (Story), Jeon, Seonwook (Art)",3,"[3, 0, 0]"
Marriage of Convenience,7.96,3155,837,2433,"8,790",128,Manhwa,Unknown,141,Finished,"Apr  11, 2022 to Sep  17, 2024","['Fantasy', 'Romance']",['Time Travel'],,KakaoPage,"Ant Studio (Art), Ken (Story)",6,"[6, 0, 0]"
My In-Laws are Obsessed with Me,7.95,2529,838,2557,"8,413",139,Manhwa,Unknown,Unknown,Publishing,"Nov  25, 2021 to ?","['Fantasy', 'Romance']",['Time Travel'],,Naver Webtoon,"Han, Yoonseol (Story), Seungu (Art)",1,"[1, 0, 0]"
Mother's Contract Marriage,7.95,1107,839,5087,"4,173",46,Manhwa,Unknown,Unknown,Publishing,"Dec  23, 2022 to ?",['Fantasy'],['Time Travel'],,KakaoPage,"Choo, Hae-Yun (Art), Siya (Story)",3,"[2, 1, 0]"
Skill of Lure,7.95,10768,852,898,"21,467",543,Manhwa,7,36,Finished,"Mar  1, 2013 to Jan  1, 2016","['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",[],,Chance+,"Woo, Sang Ho (Story & Art)",16,"[15, 1, 0]"
Cheese in the Trap Season 1,7.95,9703,862,700,"26,768",755,Manhwa,6,27,Finished,"Jul  7, 2010 to May  26, 2011","['Comedy', 'Mystery', 'Romance', 'Slice of Life']",['School'],,Naver Webtoon,Soonkki (Story & Art),8,"[8, 0, 0]"
Hellper,7.95,3759,864,1479,"13,955",278,Manhwa,18,188,Finished,"Oct  12, 2011 to Jun  3, 2015","['Action', 'Fantasy', 'Supernatural']",[],,Naver Webtoon,Sakk (Story & Art),8,"[7, 1, 0]"
Weak Hero,7.95,10612,866,744,"25,317",630,Manhwa,Unknown,267,Finished,"May  5, 2018 to Oct  14, 2023","['Action', 'Drama']",['School'],,Naver Webtoon,"RAZEN (Art), Seopass (Story)",10,"[5, 4, 1]"
Yumi's Cells,7.94,2103,868,4481,"4,812",140,Manhwa,13,527,Finished,"Apr  1, 2015 to Nov  13, 2020","['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],,Naver Webtoon,"Lee, Dong-Gun (Story & Art)",4,"[3, 1, 0]"
Ghost Teller,7.94,2118,870,4358,"4,982",101,Manhwa,Unknown,91,Finished,"Apr  2, 2017 to Jul  19, 2020","['Horror', 'Supernatural']",[],,Naver Webtoon,QTT (Story & Art),1,"[1, 0, 0]"
A Business Proposal,7.94,4693,871,1970,"10,620",195,Manhwa,10,124,Finished,"Sep  19, 2018 to Jul  10, 2022","['Comedy', 'Drama', 'Romance']","['Adult Cast', 'Workplace']",,KakaoPage,"Haehwa (Story), NARAK (Art)",4,"[4, 0, 0]"
Doom Breaker,7.94,9058,882,767,"24,657",300,Manhwa,Unknown,Unknown,Publishing,"Jun  25, 2021 to ?","['Action', 'Fantasy']",['Time Travel'],,Naver Webtoon,Cheongdam (Story & Art),4,"[4, 0, 0]"
Ruler of the Land (The Ruler of the Land),7.93,2491,900,2548,"8,449",178,Manhwa,Unknown,Unknown,Publishing,1995 to ?,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",['Martial Arts'],,Young Champ,"Yang, Jae Hyun (Art), Jeon, Geuk-jin (Story)",7,"[6, 0, 1]"
Unholy Blood,7.93,9419,901,850,"22,497",557,Manhwa,8,92,Finished,"Jan  15, 2020 to Sep  29, 2021","['Action', 'Romance', 'Supernatural']",['Vampire'],,Naver Webtoon,"Im, Lina (Story & Art)",9,"[7, 2, 0]"
The Top Dungeon Farmer,7.93,1652,906,4056,"5,377",80,Manhwa,Unknown,Unknown,Publishing,"Apr  20, 2023 to ?",['Fantasy'],[],,Naver Webtoon,"sdcknight (Story), Lee, Hakyung (Art)",3,"[3, 0, 0]"
Pigpen,7.92,4513,907,2139,"9,765",223,Manhwa,Unknown,68,Finished,"Mar  2, 2019 to Jun  13, 2020","['Horror', 'Suspense']","['Psychological', 'Survival']",,Naver Webtoon,"Kim, Carnby (Story), Cheon, Beom Sick (Art)",3,"[2, 1, 0]"
Murim Login,7.92,3942,908,1918,"10,958",121,Manhwa,Unknown,Unknown,Publishing,"May  1, 2020 to ?","['Action', 'Adventure', 'Fantasy']","['Martial Arts', 'Video Game']",,KakaoPage,"Zero-BIG (Story), Jang, Cheolbyeok (Art)",5,"[4, 1, 0]"
Saver,7.92,2150,913,3068,"7,101",157,Manhwa,17,55,Finished,2002 to  2010,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Crossdressing', 'Historical']",Shoujo,Issue,"Lee, Eun-Young (Story & Art)",5,"[5, 0, 0]"
I Love Amy,7.91,345,945,20324,657,55,Manhwa,Unknown,56,Finished,"Jan  26, 2022 to Jun  7, 2023","['Drama', 'Girls Love']",['School'],,Peanutoon,Unni (Story & Art),2,"[1, 0, 1]"
Unintentional Love Story,7.91,780,948,8920,"2,157",37,Manhwa,6,58,Finished,"May  10, 2018 to Sep  10, 2020",['Boys Love'],[],,,Pibi (Story & Art),1,"[1, 0, 0]"
Teenage Mercenary,7.91,14464,949,528,"34,838",703,Manhwa,Unknown,Unknown,Publishing,"Nov  6, 2020 to ?",['Action'],['School'],,Naver Webtoon,"YC (Story), Rakhyun (Art)",6,"[6, 0, 0]"
The Extra's Academy Survival Guide,7.90,1957,968,3702,"5,895",79,Manhwa,Unknown,Unknown,Publishing,"Dec  28, 2023 to ?","['Action', 'Fantasy']","['Isekai', 'School']",,Naver Webtoon,"Green Kyrin (Art), Korita (Story)",8,"[4, 3, 1]"
The Superhuman Era,7.90,1107,993,5519,"3,811",39,Manhwa,Unknown,Unknown,Publishing,"Jul  12, 2019 to ?",['Action'],['Super Power'],,Naver Webtoon,Seop-I (Story & Art),4,"[4, 0, 0]"
Operation: True Love,7.90,4724,994,1501,"13,766",490,Manhwa,Unknown,Unknown,Publishing,"Apr  8, 2022 to ?","['Romance', 'Supernatural']",['School'],,Naver Webtoon,"Kkokkalee (Story), Deuldeom (Art)",5,"[3, 0, 2]"
The Perks of Being an S-Class Heroine,7.90,1651,995,3745,"5,810",82,Manhwa,Unknown,Unknown,Publishing,"Mar  31, 2022 to ?",['Fantasy'],"['Isekai', 'Reincarnation']",,KakaoPage,"Irinbi (Story), Grrr (Art)",5,"[5, 0, 0]"
