Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. (My Youth Romantic Comedy Is Wrong, As I Expected)",8.74,20383,50,224,"72,176","4,125",Light Novel,18,168,Finished,"Mar  18, 2011 to Apr  20, 2021","['Comedy', 'Romance']","['Love Polygon', 'School']",,,"Watari, Wataru (Story), Ponkan⑧ (Art)",24,"[20, 0, 4]"
Kusuriya no Hitorigoto (The Apothecary Diaries),8.72,2849,54,1595,"13,173",739,Light Novel,Unknown,Unknown,Publishing,"Aug  29, 2014 to ?","['Drama', 'Mystery']",['Medical'],,,"Hyuuga, Natsu (Story), Shino, Touko (Art)",3,"[3, 0, 0]"
Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari (The House in Fata Morgana),8.69,1156,61,4868,"4,377",484,Light Novel,5,21,Finished,"Aug  8, 2014 to Jan  14, 2016","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],,,"Hanada, Keika (Story), Moyataro (Art)",4,"[4, 0, 0]"
Utsuro no Hako to Zero no Maria (The Empty Box and Zeroth Maria),8.69,20930,65,138,"104,638","5,332",Light Novel,7,40,Finished,"Jan  10, 2009 to Jun  10, 2015","['Action', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Suspense']","['Psychological', 'School']",,,"Mikage, Eiji (Story), Tetsuo (Art)",49,"[40, 5, 4]"
 Series (Zaregoto),8.64,4651,75,766,"24,667","1,242",Light Novel,Unknown,Unknown,Publishing,"Feb  5, 2002 to ?","['Action', 'Drama', 'Mystery', 'Supernatural']",[],,,"NISIO, ISIN (Story), Take (Art)",10,"[9, 1, 0]"
Violet Evergarden,8.64,6421,76,653,"28,468",754,Light Novel,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","['Drama', 'Fantasy']",[],,,"Akatsuki, Kana (Story), Takase, Akiko (Art)",5,"[4, 1, 0]"
Overlord,8.62,22830,87,260,"64,591","3,976",Light Novel,Unknown,Unknown,Publishing,"Jul  30, 2012 to ?","['Action', 'Fantasy']",['Isekai'],,,"Maruyama, Kugane (Story), so-bin (Art)",12,"[9, 1, 2]"
Shinyaku Toaru Majutsu no Index (A Certain Magical Index NT),8.62,5399,90,1267,"15,910","1,199",Light Novel,23,178,Finished,"Mar  10, 2011 to Jul  10, 2019","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",['Super Power'],,,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",8,"[8, 0, 0]"
Kono Subarashii Sekai ni Shukufuku wo! (Konosuba: God's Blessing on This Wonderful World!),8.60,18165,94,309,"55,165","2,944",Light Novel,17,127,Finished,"Oct  1, 2013 to May  1, 2020","['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']",,,"Mishima, Kurone (Art), Akatsuki, Natsume (Story)",20,"[19, 1, 0]"
Seishun Buta Yarou Series (Rascal Does Not Dream),8.60,6265,95,678,"27,591","1,077",Light Novel,15,Unknown,Finished,"Apr  10, 2014 to Oct  10, 2024","['Drama', 'Romance', 'Supernatural']",['School'],,,"Kamoshida, Hajime (Story), Mizoguchi, Keiji (Art)",6,"[4, 2, 0]"
Mahoutsukai no Yoru (Witch on the Holy Night),8.59,787,102,4033,"5,414",182,Light Novel,1,8,Finished,"Apr  12, 2012","['Mystery', 'Supernatural']",[],,,"Nasu, Kinoko (Story)",4,"[4, 0, 0]"
Kino no Tabi: The Beautiful World,8.57,3240,109,967,"19,982",495,Light Novel,Unknown,Unknown,Publishing,"Mar  10, 2000 to ?","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Psychological'],,,"Sigsawa, Keiichi (Story), Kuroboshi, Kouhaku (Art)",7,"[7, 0, 0]"
Kara no Kyoukai: The Garden of Sinners,8.55,3393,119,1139,"17,379",575,Light Novel,2,10,Finished,Oct  1998 to Aug  1999,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']","['Mythology', 'Psychological', 'School']",,,"Type-Moon (Story & Art), Nasu, Kinoko (Story), Takeuchi, Takashi (Art)",3,"[3, 0, 0]"
Umineko no Naku Koro ni,8.54,2089,125,3202,"6,816",524,Light Novel,8,Unknown,Finished,"Jul  1, 2009 to Aug  3, 2010","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",['Psychological'],,,"Ryukishi07 (Story), Tomohi (Art)",0,"[0, 0, 0]"
Suzumiya Haruhi Series,8.53,12180,131,470,"38,801","1,790",Light Novel,Unknown,Unknown,Publishing,"Jun  6, 2003 to ?","['Comedy', 'Drama', 'Sci-Fi', 'Supernatural']",['School'],,The Sneaker,"Tanigawa, Nagaru (Story), Itou, Noizi (Art)",10,"[10, 0, 0]"
Monogatari Series: Monster Season,8.52,1708,136,2697,"8,030",104,Light Novel,6,Unknown,Finished,"Jul  20, 2017 to Aug  19, 2021","['Comedy', 'Mystery', 'Supernatural']",['Vampire'],,,"NISIO, ISIN (Story), VOFAN (Art)",2,"[2, 0, 0]"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? (WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?),8.52,5787,137,713,"26,429",906,Light Novel,5,25,Finished,"Nov  1, 2014 to Apr  1, 2016","['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],,,"Kareno, Akira (Story), ue (Art)",6,"[5, 1, 0]"
Steins;Gate,8.51,3714,141,1508,"13,728",195,Light Novel,5,17,Finished,"Jun  30, 2011 to May  31, 2012","['Sci-Fi', 'Suspense']",[],,,"Sakai, Kyuuta (Art), Miwa, Kiyomune (Story)",0,"[0, 0, 0]"
Baccano!,8.51,3084,144,939,"20,357",491,Light Novel,22,Unknown,On Hiatus,"Feb  10, 2003 to Aug  10, 2016","['Action', 'Fantasy', 'Mystery']",['Organized Crime'],,,"Narita, Ryohgo (Story), Enami, Katsumi (Art)",2,"[2, 0, 0]"
Fate/Zero,8.50,8907,146,657,"28,296",957,Light Novel,4,18,Finished,"Dec  29, 2006 to Dec  29, 2007","['Action', 'Fantasy']",['Urban Fantasy'],,,"Takeuchi, Takashi (Art), Urobuchi, Gen (Story)",5,"[5, 0, 0]"
Monogatari Series: Off Season,8.50,1878,149,3176,"6,872",131,Light Novel,4,155,Finished,"Oct  5, 2015 to Jan  12, 2017","['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Vampire'],,,"NISIO, ISIN (Story), VOFAN (Art)",2,"[2, 0, 0]"
Umineko no Naku Koro ni Chiru,8.50,1332,151,5313,"3,994",193,Light Novel,7,Unknown,Finished,"Jul  13, 2012 to Sep  30, 2018","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",['Psychological'],,,"Ryukishi07 (Story), Tomohi (Art)",0,"[0, 0, 0]"
Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite (Bloom into You: Regarding Saeki Sayaka),8.49,2064,156,2913,"7,464",251,Light Novel,3,9,Finished,"Nov  10, 2018 to Mar  10, 2020","['Drama', 'Girls Love']",['School'],,,"Iruma, Hitoma (Story), Nakatani, Nio (Art)",5,"[5, 0, 0]"
Tensei shitara Slime Datta Ken (That Time I Got Reincarnated as a Slime),8.48,16198,167,439,"41,039","2,190",Light Novel,Unknown,Unknown,Publishing,"May  30, 2014 to ?",['Fantasy'],"['Isekai', 'Reincarnation']",,,"Mitz Vah (Art), Fuse (Story)",10,"[8, 2, 0]"
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken (The Angel Next Door Spoils Me Rotten),8.47,5971,173,928,"20,694","1,236",Light Novel,Unknown,Unknown,Publishing,"Jun  14, 2019 to ?","['Comedy', 'Romance']",[],,,"Kazutake, Hazano (Art), Hanekoto (Art), Saeki-san (Story)",21,"[15, 2, 4]"
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),8.45,7080,179,769,"24,640","1,356",Light Novel,Unknown,Unknown,Publishing,"Nov  5, 2018 to ?","['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,,"Touzai (Art), Aizawa, Daisuke (Story)",6,"[4, 2, 0]"
Fullmetal Alchemist,8.45,6169,182,1131,"17,476",476,Light Novel,7,35,Finished,"Feb  2003 to Apr  22, 2010","['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],Shounen,,"Arakawa, Hiromu (Art), Inoue, Makoto (Story)",2,"[1, 1, 0]"
Bungou Stray Dogs (Bungo Stray Dogs),8.43,2943,192,1798,"11,734","1,392",Light Novel,Unknown,Unknown,Publishing,"Apr  1, 2014 to ?","['Action', 'Mystery', 'Supernatural']",['Detective'],,,"Asagiri, Kafka (Story), Harukawa35 (Art), Ganjii (Art), Iwahata, Hiro (Story)",1,"[0, 1, 0]"
Souyaku Toaru Majutsu no Index,8.43,1055,199,5906,"3,541",138,Light Novel,Unknown,Unknown,Publishing,"Feb  7, 2020 to ?","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",['Super Power'],,,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",1,"[1, 0, 0]"
No Game No Life,8.42,15650,201,273,"61,044","2,384",Light Novel,Unknown,Unknown,Publishing,"Apr  25, 2012 to ?","['Comedy', 'Fantasy', 'Ecchi']","['Isekai', 'Strategy Game']",,,"Kamiya, Yuu (Story & Art)",4,"[4, 0, 0]"
Juuni Kokuki (The Twelve Kingdoms),8.42,1237,202,2138,"9,767",223,Light Novel,Unknown,Unknown,Publishing,"Jun  20, 1992 to ?",['Fantasy'],['Isekai'],,,"Ono, Fuyumi (Story), Yamada, Akihiro (Art)",5,"[4, 0, 1]"
Youjo Senki (The Saga of Tanya the Evil),8.40,5675,211,773,"24,564",985,Light Novel,Unknown,Unknown,Publishing,"Oct  31, 2013 to ?","['Action', 'Fantasy']","['Isekai', 'Military', 'Reincarnation']",,,"Shinotsuki, Shinobu (Art), Zen, Carlo (Story)",9,"[6, 0, 3]"
Adachi to Shimamura (Adachi and Shimamura),8.40,2839,217,1881,"11,169",576,Light Novel,Unknown,Unknown,Publishing,"Oct  10, 2012 to ?","['Girls Love', 'Slice of Life']",['School'],,Dengeki Bunko Magazine,"Iruma, Hitoma (Story), Ousaka, Nozomi (Art)",14,"[13, 1, 0]"
"Natsu e no Tunnel, Sayonara no Deguchi (The Tunnel to Summer, the Exit of Goodbyes)",8.39,1558,219,3185,"6,850",200,Light Novel,1,6,Finished,"Jul  18, 2019","['Drama', 'Mystery', 'Sci-Fi']",[],,,"Hachimoku, Mei (Story), Kukka (Art)",3,"[2, 0, 1]"
Toaru Majutsu no Index (A Certain Magical Index),8.38,10226,235,587,"31,389","1,830",Light Novel,22,133,Finished,"Apr  10, 2004 to Oct  10, 2010","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",['Super Power'],,,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",5,"[5, 0, 0]"
Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,8.38,3086,238,1626,"12,933",338,Light Novel,1,8,Finished,"Mar  20, 2015","['Adventure', 'Romance']",['Historical'],Shoujo,,"Kusanagi, Mizuho (Art), Fujitani, Touko (Story)",0,"[0, 0, 0]"
"Kumo desu ga, Nani ka? (So I'm a Spider, So What?)",8.37,10919,239,672,"27,916","1,886",Light Novel,16,384,Finished,"Dec  10, 2015 to Jan  8, 2022","['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,,"Kiryuu, Tsukasa (Art), Baba, Okina (Story)",25,"[19, 5, 1]"
Fate/strange Fake,8.35,2412,257,2067,"10,152",404,Light Novel,Unknown,Unknown,Publishing,"Jan  10, 2015 to ?","['Action', 'Fantasy', 'Supernatural']",[],,,"Narita, Ryohgo (Story), Morii, Shizuki (Art)",4,"[4, 0, 0]"
Watashi no Oshi wa Akuyaku Reijou.: Revolution (I'm in Love with the Villainess),8.35,1905,260,3687,"5,917",356,Light Novel,Unknown,Unknown,Publishing,"Dec  18, 2021 to ?","['Comedy', 'Fantasy', 'Girls Love']","['School', 'Villainess']",,,"Inori. (Story), Hanagata (Art)",5,"[5, 0, 0]"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 0,8.35,749,261,12182,"1,426",37,Light Novel,1,8,Finished,"Dec  23, 2022",['Drama'],['Psychological'],,,"Tomose, Shunsaku (Art), Kinugasa, Shougo (Story)",1,"[1, 0, 0]"
Naruto Shinden Series (Naruto: Itachi's Story),8.33,4807,277,1695,"12,382",318,Light Novel,3,11,Finished,"Sep  4, 2015 to Nov  4, 2015","['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen,,"Kishimoto, Masashi (Art), Yano, Takashi (Story), Towada, Shin (Story)",6,"[4, 2, 0]"
Bleach: Can't Fear Your Own World,8.33,2608,279,2694,"8,033",193,Light Novel,3,32,Finished,"Aug  4, 2017 to Dec  4, 2018","['Action', 'Supernatural']",['Super Power'],,,"Kubo, Tite (Art), Narita, Ryohgo (Story)",5,"[4, 1, 0]"
Durarara!!,8.32,6482,288,681,"27,572",959,Light Novel,13,89,Finished,"Apr  10, 2004 to Jan  10, 2014","['Action', 'Drama', 'Romance', 'Supernatural']",[],,,"Narita, Ryohgo (Story), Yasuda, Suzuhito (Art)",3,"[2, 1, 0]"
Violet Evergarden Gaiden,8.30,843,306,6039,"3,453",54,Light Novel,1,6,Finished,"Mar  23, 2018","['Drama', 'Fantasy']",[],,,"Akatsuki, Kana (Story), Takase, Akiko (Art)",1,"[1, 0, 0]"
Re:Zero kara Hajimeru Isekai Seikatsu Ex (Re:ZERO -Starting Life in Another World- Ex),8.29,1594,317,3448,"6,317",114,Light Novel,Unknown,Unknown,Publishing,"Jun  25, 2015 to ?",['Fantasy'],[],,,"Nagatsuki, Tappei (Story), Ootsuka, Shinichirou (Art)",2,"[2, 0, 0]"
Katanagatari (Katanagatari: Sword Tale),8.26,1577,360,2701,"8,016",115,Light Novel,12,55,Finished,"Jan  9, 2007 to Dec  4, 2007","['Action', 'Adventure', 'Comedy', 'Romance']",['Samurai'],,,"NISIO, ISIN (Story), Take (Art)",2,"[1, 1, 0]"
Sword Art Online: Progressive,8.25,7415,363,840,"22,727",788,Light Novel,Unknown,Unknown,Publishing,"Oct  10, 2012 to ?","['Action', 'Adventure', 'Fantasy', 'Romance']",['Video Game'],,Dengeki Bunko Magazine,"BUNBUN (Art), Kawahara, Reki (Story)",12,"[11, 1, 0]"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Is It Wrong to Try to Pick Up Girls in a Dungeon?),8.23,8407,393,618,"30,207","1,103",Light Novel,Unknown,Unknown,Publishing,"Jan  15, 2013 to ?","['Action', 'Adventure', 'Fantasy']",[],,,"Yasuda, Suzuhito (Art), Omori, Fujino (Story)",8,"[8, 0, 0]"
Hai to Gensou no Grimgar (Grimgar of Fantasy and Ash),8.23,4365,394,833,"22,864",770,Light Novel,Unknown,Unknown,Publishing,"Jun  25, 2013 to ?","['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],,,"Jyumonji, Ao (Story), Shirai, Eiri (Art)",15,"[13, 0, 2]"
Boogiepop Series,8.22,1506,399,1851,"11,433",349,Light Novel,Unknown,Unknown,Publishing,"Feb  10, 1998 to ?","['Horror', 'Mystery']",['Psychological'],,,"Kadono, Kouhei (Story), Ogata, Kouji (Art)",5,"[5, 0, 0]"
Make Heroine ga Oosugiru! (Too Many Losing Heroines!),8.20,752,422,5008,"4,245",137,Light Novel,Unknown,Unknown,Publishing,"Jul  21, 2021 to ?","['Comedy', 'Romance']",['School'],,,"Imigi, Muru (Art), Amamori, Takibi (Story)",6,"[4, 2, 0]"
Toradora!,8.20,8635,432,670,"28,033",771,Light Novel,10,62,Finished,"Mar  10, 2006 to Mar  10, 2009","['Drama', 'Romance']","['Love Polygon', 'School']",,,"Takemiya, Yuyuko (Story), Yasu (Art)",3,"[3, 0, 0]"
Gimai Seikatsu (Days with My Stepsister),8.19,2744,441,1724,"12,167",536,Light Novel,Unknown,Unknown,Publishing,"Jan  25, 2021 to ?","['Romance', 'Slice of Life']",[],,,"Mikawa, Ghost (Story), Hiten (Art)",9,"[8, 1, 0]"
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san (Alya Sometimes Hides Her Feelings in Russian),8.19,4505,442,1094,"18,041",921,Light Novel,Unknown,Unknown,Publishing,"Feb  27, 2021 to ?","['Comedy', 'Romance']",['School'],,,"Momoco (Art), Sun Sun, Sun (Story)",12,"[9, 1, 2]"
Rokka no Yuusha (Rokka: Braves of the Six Flowers),8.19,2668,443,1400,"14,719",399,Light Novel,6,46,On Hiatus,"Aug  25, 2011 to Jul  24, 2015","['Action', 'Adventure', 'Fantasy', 'Mystery']",[],,,"Yamagata, Ishio (Story), Terui (Art)",3,"[3, 0, 0]"
Date A Live,8.19,6119,445,991,"19,550","1,864",Light Novel,22,146,Finished,"Mar  19, 2011 to Mar  19, 2020","['Romance', 'Sci-Fi']","['Harem', 'Mecha', 'School']",,,"Tachibana, Koushi (Story), Tsunako (Art)",10,"[8, 0, 2]"
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,8.19,3114,446,1343,"15,288",368,Light Novel,12,125,Finished,"Apr  1, 2011 to Apr  1, 2015","['Action', 'Comedy', 'Fantasy', 'Supernatural']",['Isekai'],,,"Tatsunoko, Tarou (Story), Amano, Yuu (Art)",2,"[2, 0, 0]"
Majo no Tabitabi (Wandering Witch: The Journey of Elaina),8.19,2190,447,1786,"11,799",471,Light Novel,Unknown,Unknown,Publishing,"Apr  15, 2016 to ?","['Adventure', 'Fantasy']",[],,,"Azure (Art), Shiraishi, Jougi (Story)",7,"[7, 0, 0]"
High School DxD,8.17,12715,466,526,"35,126","2,111",Light Novel,25,240,Finished,"Sep  20, 2008 to Mar  20, 2018","['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Mythology', 'School']",,,"Ishibumi, Ichiei (Story), Miyama-Zero (Art)",20,"[18, 2, 0]"
Mahouka Koukou no Rettousei (The Irregular at Magic High School),8.16,9375,485,604,"30,616","1,397",Light Novel,32,Unknown,Finished,"Jul  8, 2011 to Sep  10, 2020","['Action', 'Fantasy', 'Romance', 'Sci-Fi']","['School', 'Urban Fantasy']",,,"Satou, Tsutomu (Story), Ishida, Kana (Art)",11,"[9, 2, 0]"
Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori (Purple Haze Feedback),8.16,5533,486,1410,"14,650",387,Light Novel,1,8,Finished,"Sep  16, 2011","['Action', 'Adventure']",['Super Power'],Shounen,,"Araki, Hirohiko (Art), Kadono, Kouhei (Story)",3,"[3, 0, 0]"
Shin High School DxD,8.15,1218,499,4696,"4,558",87,Light Novel,Unknown,Unknown,Publishing,"Jul  20, 2018 to ?","['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Mythology', 'School']",,,"Ishibumi, Ichiei (Story), Miyama-Zero (Art)",1,"[1, 0, 0]"
"Kinou no Haru de, Kimi wo Matsu (Wait for Me Yesterday in Spring)",8.14,443,512,8039,"2,454",60,Light Novel,1,7,Finished,"Apr  17, 2020","['Mystery', 'Romance', 'Supernatural']",['Time Travel'],,,"Hachimoku, Mei (Story), Kukka (Art)",7,"[7, 0, 0]"
Ao Haru Ride,8.14,11272,525,726,"26,043","2,536",Light Novel,6,20,Finished,"Dec  27, 2011 to Jun  2, 2015",['Romance'],['School'],Shoujo,,"Sakisaka, Io (Art), Abe, Akiko (Story)",0,"[0, 0, 0]"
Full Metal Panic!,8.12,2747,545,2404,"8,862",230,Light Novel,12,72,Finished,"Sep  9, 1998 to Aug  20, 2011","['Action', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']","['Love Polygon', 'Mecha', 'Military', 'School']",,,"Gatou, Shouji (Story), Shiki, Douji (Art)",2,"[1, 0, 1]"
Fate/stay night: Garden of Avalon,8.11,1173,552,5059,"4,196",120,Light Novel,1,7,Finished,"Mar  25, 2015","['Fantasy', 'Supernatural']",[],,,"Nasu, Kinoko (Story)",6,"[6, 0, 0]"
Mushoku Tensei: Dasoku-hen (Mushoku Tensei: Redundant Reincarnation),8.11,440,554,9416,"2,012",57,Light Novel,Unknown,Unknown,Publishing,"Jun  23, 2023 to ?","['Fantasy', 'Slice of Life']","['Isekai', 'Reincarnation']",,,"Rifujin na Magonote (Story), Sirotaka (Art)",1,"[1, 0, 0]"
Dai Densetsu no Yuusha no Densetsu,8.10,509,575,6719,"3,064",57,Light Novel,Unknown,Unknown,Publishing,"Oct  25, 2007 to ?","['Action', 'Adventure', 'Fantasy']",[],,,"Kagami, Takaya (Story), Toyota, Saori (Art)",0,"[0, 0, 0]"
Kyoukaisenjou no Horizon,8.10,756,576,3430,"6,348",104,Light Novel,29,872,Finished,"Sep  10, 2008 to Dec  7, 2018","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['School'],,,"Kawakami, Minoru (Story), Satoyasu (Art)",1,"[1, 0, 0]"
Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo! (Konosuba: An Explosion on This Wonderful World!),8.09,2660,589,2691,"8,040",97,Light Novel,5,30,Finished,"Jul  1, 2014 to Mar  1, 2019","['Comedy', 'Fantasy']",[],,The Sneaker Web,"Mishima, Kurone (Art), Akatsuki, Natsume (Story)",1,"[1, 0, 0]"
Hikaru ga Chikyuu ni Ita Koro...... (When Hikaru was on the earth),8.09,1191,604,4088,"5,334",129,Light Novel,10,93,Finished,"May  30, 2011 to Apr  28, 2014","['Mystery', 'Romance', 'Supernatural']",['School'],,,"Nomura, Mizuki (Story), Takeoka, Miho (Art)",4,"[4, 0, 0]"
Orange,8.08,3709,611,2157,"9,707",295,Light Novel,3,22,Finished,"Jul  18, 2015 to Mar  18, 2016","['Drama', 'Romance', 'Sci-Fi']","['Love Polygon', 'School', 'Time Travel']",,,"Takano, Ichigo (Story & Art), Tokiumi, Yui (Story)",0,"[0, 0, 0]"
Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,8.07,847,620,8570,"2,272",150,Light Novel,2,Unknown,Finished,"Aug  2, 2007 to Sep  4, 2007","['Drama', 'Horror', 'Mystery']",[],,,"Ryukishi07 (Story), Tomohi (Art)",0,"[0, 0, 0]"
D.Gray-man: Reverse,8.06,1509,639,3402,"6,392",116,Light Novel,3,8,Finished,"May  30, 2005 to Dec  3, 2010","['Action', 'Adventure', 'Fantasy', 'Supernatural']",[],Shounen,,"Hoshino, Katsura (Art), Kizaki, Kaya (Story)",2,"[2, 0, 0]"
Nogi Wakaba wa Yuusha de Aru,8.06,1640,643,4462,"4,835",218,Light Novel,2,21,Finished,"Jul  30, 2015 to Jan  30, 2017",['Fantasy'],['Mahou Shoujo'],,Dengeki G's magazine,"BUNBUN (Art), Takahiro (Story), Akashiro, Aoi (Story)",2,"[1, 1, 0]"
Pandora Hearts: Caucus Race,8.06,903,649,4317,"5,035",71,Light Novel,3,14,Finished,"Mar  26, 2011 to May  27, 2013","['Action', 'Fantasy', 'Supernatural']",[],,,"Mochizuki, Jun (Art), Wakamiya, Shinobu (Story)",1,"[1, 0, 0]"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Kizokuin Gaiden (Ascendance of a Bookworm: I'll do Anything to Become a Librarian! - Royal Academy Stories),8.05,235,654,24031,486,3,Light Novel,1,18,On Hiatus,"Oct  10, 2018",['Fantasy'],[],,,"Shiina, You (Art), Kazuki, Miya (Story)",0,"[0, 0, 0]"
"Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe (Seraph of the End: Guren Ichinose - Catastrophe at Sixteen)",8.05,2321,664,2438,"8,761",250,Light Novel,7,46,Finished,"Jan  4, 2013 to Dec  2, 2016","['Action', 'Drama', 'Supernatural']",['Vampire'],,,"Yamamoto, Yamato (Art), Kagami, Takaya (Story)",3,"[3, 0, 0]"
Shinsetsu Ookami to Koushinryou: Ookami to Youhishi (Wolf & Parchment: New Theory Spice & Wolf),8.05,686,667,3595,"6,076",83,Light Novel,Unknown,Unknown,Publishing,"Sep  10, 2016 to ?",['Fantasy'],[],,,"Hasekura, Isuna (Story), Ayakura, Juu (Art)",1,"[1, 0, 0]"
